n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16, n17, n18, n19, n20, n21, n22, n23, n24, n25, n26, n27, n28, n29, n30, n31, n32, n33, n34, n35, n36, n37, n38, n39, n40, n41, n42, n43, n44, n45, n46, n47, n48, n49, n50
86, 4, 23, 75, 22, 51, 90, 63, 94, 36, 17, 52, 14, 41, 85, 29, 80, 32, 40, 74, 49, 91, 99, 61, 64, 26, 31, 68, 73, 47, 94, 81, 63, 51, 75, 58, 11, 50, 82, 27, 18, 53, 22, 87, 77, 96, 29, 30, 75, 39
86, 11, 18, 59, 77, 64, 67, 81, 30, 99, 32, 49, 22, 3, 87, 26, 34, 19, 24, 29, 79, 25, 20, 87, 1, 29, 22, 94, 13, 71, 5, 58, 9, 25, 72, 1, 84, 89, 17, 82, 83, 21, 69, 58, 52, 21, 95, 5, 77, 22
86, 20, 93, 43, 68, 59, 45, 37, 35, 84, 97, 88, 64, 32, 97, 4, 92, 53, 25, 61, 85, 27, 73, 31, 99, 88, 75, 80, 3, 77, 61, 58, 71, 15, 4, 76, 49, 42, 77, 2, 50, 98, 7, 38, 46, 56, 21, 6, 29, 91
86, 23, 62, 65, 0, 38, 86, 89, 94, 86, 13, 0, 10, 16, 68, 76, 30, 85, 17, 45, 97, 63, 30, 51, 72, 73, 37, 57, 37, 88, 68, 16, 14, 31, 37, 25, 66, 46, 12, 76, 32, 92, 93, 30, 78, 11, 3, 10, 30, 22
86, 47, 94, 36, 49, 100, 67, 83, 26, 46, 86, 14, 87, 31, 73, 56, 80, 41, 97, 33, 56, 32, 7, 62, 63, 76, 41, 98, 56, 75, 66, 11, 96, 68, 40, 92, 49, 12, 50, 69, 78, 12, 68, 4, 49, 1, 13, 84, 74, 20
87, 1, 60, 46, 12, 56, 30, 73, 78, 79, 24, 27, 52, 72, 92, 60, 40, 20, 7, 85, 71, 45, 93, 51, 6, 62, 17, 58, 32, 69, 34, 10, 80, 90, 63, 10, 9, 21, 32, 10, 62, 77, 11, 99, 96, 39, 24, 64, 24, 46
87, 2, 67, 47, 98, 29, 70, 99, 31, 53, 38, 54, 88, 4, 48, 76, 46, 97, 33, 32, 72, 79, 37, 92, 70, 31, 51, 73, 40, 53, 29, 4, 70, 23, 50, 28, 91, 36, 48, 71, 37, 64, 73, 17, 65, 66, 25, 94, 69, 36
87, 4, 94, 8, 91, 33, 79, 45, 76, 72, 71, 40, 68, 82, 21, 82, 55, 87, 73, 44, 50, 9, 75, 85, 77, 35, 81, 6, 93, 79, 29, 41, 88, 56, 35, 28, 19, 17, 31, 87, 18, 72, 87, 16, 48, 69, 55, 3, 89, 6
87, 9, 81, 52, 1, 94, 15, 42, 73, 78, 94, 40, 46, 60, 8, 21, 44, 23, 22, 40, 51, 77, 0, 83, 61, 23, 54, 18, 16, 80, 20, 40, 78, 59, 86, 71, 79, 9, 27, 63, 50, 34, 92, 62, 23, 49, 80, 76, 53, 39
87, 12, 66, 82, 1, 74, 80, 91, 27, 70, 70, 51, 84, 47, 62, 40, 48, 16, 20, 44, 7, 95, 8, 48, 43, 58, 68, 20, 65, 39, 51, 85, 79, 49, 72, 76, 88, 24, 35, 50, 53, 25, 70, 34, 70, 46, 84, 11, 69, 35
87, 16, 33, 63, 3, 23, 85, 8, 34, 32, 55, 4, 35, 52, 65, 60, 58, 0, 96, 88, 69, 96, 16, 2, 49, 55, 92, 20, 86, 4, 20, 19, 84, 91, 2, 84, 41, 42, 26, 80, 83, 9, 15, 70, 40, 0, 1, 24, 15, 42
87, 18, 12, 14, 3, 80, 11, 93, 66, 69, 13, 36, 10, 38, 49, 92, 43, 56, 45, 83, 14, 34, 67, 12, 46, 94, 18, 32, 70, 68, 24, 27, 3, 75, 47, 47, 47, 15, 50, 28, 69, 57, 72, 96, 45, 12, 87, 15, 41, 80
87, 20, 36, 51, 10, 47, 32, 36, 51, 88, 28, 68, 42, 45, 88, 45, 53, 58, 33, 94, 54, 67, 5, 3, 98, 54, 68, 5, 19, 52, 93, 82, 76, 100, 18, 68, 48, 82, 11, 22, 17, 99, 63, 40, 60, 44, 6, 11, 14, 32
87, 24, 53, 79, 28, 66, 78, 19, 69, 34, 1, 34, 62, 61, 33, 13, 14, 3, 45, 73, 54, 58, 56, 50, 17, 14, 78, 74, 62, 9, 44, 87, 43, 69, 36, 54, 64, 3, 26, 43, 99, 68, 17, 32, 1, 46, 34, 86, 36, 94
87, 25, 6, 28, 14, 85, 54, 2, 42, 91, 23, 43, 99, 82, 89, 44, 55, 39, 60, 91, 90, 25, 28, 26, 68, 67, 88, 30, 31, 63, 16, 24, 86, 26, 22, 0, 44, 57, 61, 87, 43, 34, 58, 97, 71, 8, 96, 22, 29, 25
87, 26, 51, 26, 1, 95, 89, 65, 51, 63, 71, 6, 100, 68, 61, 72, 73, 56, 85, 67, 69, 72, 48, 56, 62, 61, 49, 7, 95, 15, 28, 84, 68, 53, 95, 91, 93, 51, 16, 49, 28, 11, 16, 86, 31, 1, 9, 29, 88, 43
87, 42, 41, 100, 85, 72, 42, 50, 78, 61, 1, 11, 66, 5, 98, 32, 33, 73, 71, 43, 64, 56, 50, 2, 43, 69, 39, 64, 2, 75, 64, 12, 92, 95, 86, 91, 2, 32, 22, 86, 0, 57, 56, 85, 71, 6, 39, 29, 88, 100
87, 44, 65, 5, 19, 37, 55, 29, 23, 91, 96, 44, 24, 38, 93, 72, 72, 61, 50, 53, 56, 16, 59, 64, 38, 94, 70, 99, 37, 1, 1, 68, 25, 53, 1, 2, 2, 49, 87, 86, 18, 29, 82, 52, 10, 21, 38, 37, 60, 60
87, 48, 14, 10, 14, 55, 65, 31, 23, 9, 95, 37, 51, 28, 50, 35, 64, 98, 76, 8, 66, 68, 35, 70, 27, 79, 82, 80, 38, 39, 8, 2, 27, 70, 32, 71, 81, 43, 40, 89, 96, 73, 86, 86, 98, 13, 60, 30, 16, 37
87, 69, 4, 40, 20, 86, 14, 83, 10, 60, 4, 96, 10, 20, 65, 43, 40, 32, 10, 21, 59, 54, 35, 95, 60, 22, 57, 10, 29, 94, 44, 48, 30, 90, 34, 39, 78, 18, 54, 17, 80, 78, 14, 4, 60, 5, 60, 68, 3, 89
87, 74, 80, 39, 0, 82, 43, 97, 46, 84, 42, 50, 66, 14, 3, 2, 63, 28, 80, 37, 29, 69, 58, 27, 36, 33, 20, 3, 0, 31, 35, 82, 34, 76, 14, 54, 70, 24, 77, 44, 77, 26, 32, 7, 20, 88, 57, 91, 46, 75
87, 76, 3, 12, 92, 18, 25, 55, 49, 17, 23, 25, 44, 95, 19, 98, 85, 5, 22, 19, 91, 86, 90, 96, 15, 38, 90, 72, 56, 40, 27, 69, 63, 12, 13, 73, 24, 1, 65, 64, 40, 47, 99, 79, 18, 75, 37, 57, 52, 92
87, 91, 84, 35, 21, 54, 38, 27, 19, 63, 89, 36, 13, 86, 3, 45, 59, 63, 88, 59, 10, 84, 53, 79, 44, 88, 56, 96, 75, 40, 51, 53, 22, 53, 36, 23, 64, 3, 19, 74, 96, 27, 25, 20, 25, 70, 83, 67, 51, 23
87, 92, 44, 39, 7, 88, 49, 83, 94, 84, 89, 65, 23, 96, 95, 70, 19, 89, 43, 36, 64, 9, 60, 100, 42, 65, 35, 61, 79, 11, 69, 18, 65, 34, 55, 66, 19, 43, 61, 69, 73, 85, 40, 1, 20, 11, 12, 27, 62, 35
88, 15, 33, 60, 5, 51, 38, 70, 37, 86, 59, 17, 37, 12, 10, 43, 82, 98, 81, 63, 68, 12, 42, 29, 12, 77, 95, 44, 47, 67, 66, 100, 77, 28, 60, 61, 72, 79, 39, 70, 87, 93, 1, 32, 44, 47, 54, 5, 51, 42
88, 26, 67, 47, 55, 98, 19, 44, 24, 23, 87, 62, 9, 82, 14, 36, 32, 24, 30, 22, 47, 76, 85, 71, 40, 27, 19, 3, 4, 3, 19, 26, 71, 97, 16, 49, 80, 95, 7, 97, 11, 97, 70, 14, 6, 36, 75, 76, 75, 24
88, 36, 29, 64, 68, 9, 19, 64, 11, 42, 29, 2, 3, 20, 67, 77, 59, 3, 38, 89, 48, 24, 9, 35, 20, 51, 12, 93, 88, 18, 33, 96, 39, 11, 67, 47, 45, 37, 85, 82, 74, 2, 27, 79, 9, 67, 66, 98, 7, 56
88, 37, 95, 9, 12, 64, 8, 80, 31, 95, 79, 12, 45, 85, 68, 71, 14, 31, 85, 80, 99, 68, 32, 82, 76, 98, 96, 94, 81, 30, 92, 26, 73, 73, 72, 98, 56, 7, 17, 45, 64, 82, 72, 76, 10, 61, 29, 96, 63, 60
88, 46, 45, 26, 45, 94, 85, 24, 36, 82, 24, 71, 3, 42, 12, 0, 73, 74, 26, 12, 91, 79, 9, 18, 40, 19, 25, 60, 42, 65, 38, 85, 0, 39, 53, 73, 17, 1, 37, 69, 2, 90, 69, 64, 92, 24, 22, 61, 97, 14
88, 52, 56, 78, 22, 99, 47, 61, 93, 33, 17, 76, 88, 6, 92, 39, 47, 26, 50, 52, 7, 10, 22, 82, 70, 29, 99, 12, 43, 66, 56, 41, 47, 57, 100, 7, 80, 45, 50, 56, 92, 29, 80, 66, 50, 96, 50, 82, 71, 96
88, 53, 95, 81, 49, 86, 58, 52, 96, 2, 48, 86, 22, 98, 57, 78, 33, 63, 20, 37, 49, 29, 94, 97, 12, 9, 49, 97, 56, 0, 77, 59, 34, 46, 85, 64, 55, 97, 92, 53, 26, 9, 35, 52, 59, 44, 63, 58, 12, 24
88, 53, 42, 100, 3, 31, 42, 8, 65, 8, 46, 12, 63, 97, 40, 62, 13, 95, 52, 85, 49, 16, 58, 9, 46, 3, 92, 45, 40, 48, 73, 76, 40, 29, 44, 95, 87, 56, 29, 81, 70, 7, 83, 73, 77, 26, 5, 94, 53, 82
88, 55, 19, 98, 50, 76, 84, 71, 14, 6, 17, 4, 19, 80, 13, 100, 29, 57, 43, 96, 85, 32, 35, 99, 59, 37, 32, 68, 15, 35, 50, 86, 37, 27, 42, 18, 17, 55, 28, 77, 77, 65, 40, 6, 24, 96, 59, 65, 56, 26
88, 63, 2, 4, 62, 44, 58, 75, 39, 39, 64, 63, 49, 7, 26, 13, 6, 69, 57, 44, 89, 90, 57, 35, 6, 33, 15, 93, 30, 44, 14, 68, 9, 2, 54, 23, 19, 17, 49, 2, 60, 72, 77, 30, 32, 100, 89, 69, 2, 29
88, 66, 55, 63, 75, 36, 64, 97, 48, 20, 64, 38, 87, 0, 30, 11, 10, 28, 74, 28, 32, 44, 16, 64, 65, 72, 42, 94, 5, 35, 35, 1, 70, 53, 8, 35, 79, 21, 11, 67, 94, 47, 76, 80, 14, 86, 55, 59, 8, 53
88, 78, 20, 61, 84, 60, 72, 60, 34, 51, 59, 27, 13, 66, 61, 29, 76, 2, 80, 45, 34, 54, 41, 27, 55, 70, 94, 87, 65, 77, 55, 8, 92, 25, 4, 98, 41, 86, 2, 20, 7, 67, 31, 74, 44, 100, 52, 43, 38, 11
88, 82, 51, 2, 18, 69, 30, 96, 11, 75, 100, 45, 67, 65, 41, 34, 24, 91, 62, 95, 31, 91, 8, 31, 60, 92, 59, 76, 88, 61, 95, 24, 83, 33, 52, 54, 65, 30, 100, 67, 37, 89, 41, 16, 53, 0, 44, 5, 63, 87
88, 84, 25, 7, 94, 68, 36, 38, 42, 48, 40, 14, 79, 45, 62, 14, 47, 71, 40, 54, 34, 60, 75, 61, 73, 24, 74, 63, 89, 96, 26, 14, 9, 50, 3, 74, 66, 44, 2, 17, 66, 43, 73, 42, 43, 7, 64, 44, 71, 39
88, 96, 36, 6, 20, 43, 64, 89, 73, 76, 74, 18, 36, 40, 43, 14, 92, 44, 99, 8, 17, 14, 71, 97, 4, 34, 24, 9, 54, 19, 16, 91, 85, 35, 78, 72, 68, 1, 56, 71, 30, 25, 50, 14, 34, 23, 34, 86, 10, 5
88, 99, 9, 25, 19, 89, 64, 75, 41, 70, 69, 89, 9, 22, 85, 9, 42, 7, 69, 32, 74, 97, 0, 33, 24, 34, 68, 61, 74, 28, 78, 48, 10, 97, 14, 46, 10, 99, 4, 100, 40, 94, 40, 50, 63, 98, 12, 74, 55, 78
89, 8, 68, 1, 14, 77, 27, 38, 44, 57, 22, 25, 66, 24, 24, 90, 9, 29, 52, 8, 74, 81, 81, 76, 26, 74, 79, 41, 85, 6, 18, 57, 97, 69, 72, 39, 32, 45, 48, 11, 80, 87, 67, 4, 97, 3, 66, 16, 41, 20
89, 14, 8, 58, 26, 33, 33, 98, 37, 64, 56, 17, 38, 85, 79, 5, 42, 56, 21, 64, 62, 29, 10, 89, 49, 47, 11, 88, 68, 2, 16, 20, 67, 75, 43, 49, 93, 59, 26, 11, 17, 95, 4, 3, 54, 40, 22, 41, 71, 15
89, 30, 13, 17, 45, 40, 51, 49, 85, 56, 42, 89, 5, 30, 86, 42, 36, 29, 93, 0, 73, 74, 12, 16, 52, 78, 19, 12, 21, 60, 91, 53, 37, 50, 55, 70, 80, 75, 42, 14, 48, 15, 81, 23, 42, 12, 53, 80, 55, 9
89, 33, 95, 35, 47, 84, 69, 24, 86, 62, 40, 54, 62, 41, 69, 45, 73, 61, 91, 63, 65, 97, 83, 89, 92, 86, 85, 68, 44, 98, 44, 3, 90, 35, 21, 85, 59, 40, 93, 56, 49, 46, 95, 53, 48, 27, 89, 31, 26, 7
89, 47, 35, 22, 50, 27, 92, 20, 0, 68, 47, 55, 95, 40, 35, 51, 56, 81, 29, 25, 41, 38, 60, 25, 4, 98, 30, 55, 29, 39, 2, 93, 24, 13, 5, 20, 9, 47, 43, 88, 91, 35, 51, 42, 13, 94, 21, 68, 58, 45
89, 51, 70, 91, 66, 57, 32, 74, 60, 92, 20, 6, 71, 59, 8, 2, 11, 81, 98, 19, 78, 2, 47, 69, 43, 96, 38, 9, 45, 79, 93, 98, 55, 70, 40, 0, 89, 93, 95, 36, 82, 14, 76, 94, 49, 48, 39, 35, 27, 88
89, 57, 38, 37, 69, 90, 87, 6, 63, 46, 18, 62, 6, 53, 8, 59, 42, 83, 55, 61, 74, 64, 52, 49, 85, 24, 37, 48, 49, 20, 66, 79, 79, 83, 46, 77, 89, 19, 33, 99, 59, 74, 21, 55, 54, 79, 9, 17, 78, 52
89, 63, 53, 89, 47, 39, 93, 78, 8, 48, 65, 39, 72, 4, 33, 8, 88, 43, 7, 96, 16, 92, 48, 0, 2, 50, 45, 22, 30, 65, 74, 65, 31, 82, 57, 22, 42, 76, 98, 12, 76, 96, 92, 6, 25, 61, 16, 68, 82, 66
89, 82, 46, 27, 8, 27, 43, 30, 30, 10, 71, 44, 86, 8, 95, 82, 5, 5, 44, 49, 30, 70, 59, 51, 44, 83, 43, 93, 14, 15, 72, 20, 40, 16, 50, 18, 65, 49, 44, 23, 78, 22, 25, 76, 11, 76, 52, 95, 10, 13
89, 83, 35, 54, 41, 93, 18, 22, 70, 100, 85, 87, 79, 15, 55, 4, 100, 97, 8, 65, 62, 37, 22, 35, 38, 94, 24, 33, 22, 20, 67, 6, 47, 16, 40, 40, 18, 65, 18, 91, 15, 77, 50, 70, 41, 59, 94, 54, 20, 12
90, 20, 80, 68, 49, 16, 72, 21, 81, 82, 18, 60, 52, 99, 80, 55, 89, 84, 97, 59, 69, 81, 94, 97, 29, 19, 86, 58, 28, 3, 64, 86, 59, 100, 44, 28, 75, 0, 37, 42, 40, 43, 39, 97, 59, 97, 87, 62, 58, 97
90, 21, 89, 66, 29, 29, 49, 93, 44, 52, 85, 56, 17, 38, 39, 43, 74, 57, 46, 55, 74, 64, 73, 10, 99, 68, 33, 16, 53, 12, 97, 58, 79, 34, 12, 78, 71, 78, 41, 25, 52, 17, 17, 50, 2, 84, 35, 81, 90, 63
90, 37, 5, 71, 19, 0, 49, 94, 60, 84, 21, 15, 29, 55, 41, 80, 100, 41, 39, 83, 29, 69, 9, 94, 0, 39, 59, 65, 70, 42, 25, 95, 26, 56, 81, 96, 85, 73, 18, 98, 30, 26, 25, 19, 57, 97, 32, 9, 25, 5
90, 45, 38, 58, 65, 14, 33, 9, 58, 60, 12, 67, 76, 24, 87, 82, 54, 77, 64, 49, 20, 1, 3, 75, 13, 21, 69, 28, 55, 6, 99, 79, 59, 12, 65, 24, 8, 28, 24, 33, 6, 35, 16, 49, 77, 56, 7, 33, 97, 46
90, 46, 58, 34, 68, 48, 51, 84, 76, 26, 33, 42, 11, 59, 18, 52, 28, 45, 90, 43, 94, 31, 48, 97, 82, 88, 89, 7, 35, 1, 37, 88, 76, 38, 38, 71, 22, 69, 29, 12, 30, 16, 72, 73, 38, 91, 32, 32, 96, 52
90, 49, 12, 23, 24, 52, 72, 36, 4, 27, 47, 86, 68, 65, 71, 84, 36, 11, 2, 5, 41, 90, 95, 79, 86, 65, 16, 12, 43, 28, 28, 86, 95, 14, 14, 11, 28, 36, 94, 24, 61, 56, 98, 48, 24, 14, 29, 18, 39, 32
90, 51, 16, 43, 17, 14, 37, 70, 39, 79, 5, 6, 28, 77, 25, 36, 90, 89, 35, 26, 31, 8, 69, 55, 28, 22, 23, 43, 70, 96, 60, 62, 50, 91, 45, 55, 27, 54, 94, 73, 31, 93, 91, 41, 95, 67, 91, 96, 13, 16
90, 59, 18, 56, 57, 45, 70, 15, 86, 84, 53, 17, 59, 33, 80, 51, 20, 78, 28, 69, 54, 61, 70, 30, 16, 23, 21, 75, 69, 68, 47, 42, 61, 4, 14, 12, 31, 91, 49, 26, 73, 32, 84, 3, 97, 61, 51, 27, 34, 33
90, 67, 65, 25, 26, 49, 38, 6, 60, 20, 31, 11, 31, 52, 24, 76, 72, 46, 89, 80, 4, 72, 28, 83, 18, 11, 84, 59, 5, 64, 68, 69, 68, 72, 99, 98, 54, 21, 57, 89, 27, 59, 50, 50, 100, 25, 56, 54, 61, 66
90, 69, 98, 33, 97, 25, 35, 8, 53, 39, 58, 100, 31, 40, 74, 29, 5, 75, 36, 45, 42, 71, 83, 91, 52, 10, 31, 97, 69, 96, 49, 97, 4, 96, 22, 32, 81, 46, 10, 92, 52, 27, 28, 52, 73, 53, 74, 50, 33, 98
90, 70, 6, 31, 98, 40, 16, 23, 19, 35, 79, 50, 28, 5, 44, 6, 71, 64, 79, 84, 50, 11, 85, 2, 17, 95, 89, 93, 30, 100, 15, 66, 97, 73, 53, 63, 98, 20, 11, 98, 17, 66, 40, 89, 6, 45, 21, 36, 74, 75
90, 77, 61, 30, 7, 74, 25, 8, 62, 54, 3, 29, 18, 53, 42, 52, 76, 97, 25, 50, 89, 91, 74, 32, 52, 50, 31, 70, 63, 62, 61, 56, 12, 51, 90, 8, 73, 10, 4, 68, 82, 91, 8, 44, 27, 3, 47, 94, 44, 96
90, 79, 100, 59, 20, 20, 26, 24, 92, 15, 40, 92, 49, 63, 53, 55, 21, 97, 73, 81, 9, 51, 67, 76, 72, 56, 7, 42, 17, 1, 8, 28, 18, 5, 69, 82, 50, 64, 81, 52, 26, 54, 34, 35, 83, 51, 96, 52, 24, 77
90, 93, 28, 31, 63, 40, 43, 28, 95, 20, 5, 75, 15, 22, 21, 96, 61, 18, 11, 61, 68, 12, 98, 96, 36, 29, 90, 80, 87, 92, 89, 82, 87, 47, 47, 26, 72, 84, 66, 80, 77, 73, 69, 84, 28, 54, 78, 25, 53, 69
91, 1, 95, 84, 79, 88, 52, 53, 33, 48, 6, 82, 49, 32, 83, 68, 58, 14, 53, 60, 12, 24, 1, 23, 57, 69, 75, 76, 71, 92, 46, 58, 4, 70, 8, 45, 7, 11, 4, 23, 41, 16, 92, 73, 69, 35, 37, 20, 59, 31
91, 11, 90, 90, 57, 6, 81, 23, 26, 73, 5, 85, 89, 24, 52, 99, 69, 87, 38, 84, 23, 35, 60, 53, 87, 21, 61, 64, 78, 86, 13, 42, 80, 82, 27, 51, 30, 98, 72, 35, 58, 21, 79, 50, 63, 74, 41, 44, 61, 77
91, 12, 72, 43, 26, 4, 87, 47, 75, 21, 81, 75, 20, 27, 12, 89, 48, 55, 8, 53, 10, 74, 36, 99, 52, 14, 4, 51, 76, 76, 40, 81, 21, 75, 90, 7, 17, 22, 59, 27, 43, 62, 48, 47, 10, 16, 19, 56, 7, 19
91, 25, 91, 55, 64, 97, 24, 31, 68, 39, 55, 62, 87, 75, 65, 81, 79, 13, 36, 12, 96, 50, 11, 37, 24, 62, 60, 21, 66, 76, 56, 64, 53, 63, 17, 26, 22, 52, 20, 27, 6, 60, 42, 71, 39, 13, 19, 52, 40, 78
91, 32, 20, 99, 87, 4, 56, 39, 24, 85, 41, 57, 42, 100, 81, 56, 28, 74, 63, 95, 1, 41, 21, 45, 94, 92, 66, 65, 28, 42, 50, 50, 58, 12, 44, 14, 72, 72, 62, 52, 45, 72, 74, 82, 85, 99, 35, 93, 72, 81
91, 46, 95, 38, 47, 24, 22, 91, 3, 35, 26, 22, 73, 11, 87, 76, 97, 54, 37, 92, 64, 0, 33, 15, 22, 87, 91, 91, 75, 79, 44, 25, 50, 48, 30, 76, 99, 34, 88, 47, 57, 1, 74, 89, 32, 72, 28, 37, 2, 66
91, 47, 60, 69, 53, 65, 27, 37, 91, 55, 76, 89, 40, 40, 10, 20, 67, 83, 4, 82, 25, 48, 1, 31, 68, 14, 82, 73, 46, 19, 26, 80, 89, 67, 78, 60, 43, 59, 41, 18, 59, 10, 96, 47, 30, 4, 91, 83, 94, 93
91, 50, 28, 98, 33, 67, 85, 9, 46, 37, 73, 76, 44, 25, 71, 75, 0, 72, 4, 52, 40, 68, 34, 16, 20, 3, 33, 66, 71, 53, 3, 75, 11, 71, 83, 59, 86, 68, 81, 77, 42, 54, 7, 23, 90, 24, 38, 5, 1, 35
91, 54, 52, 62, 12, 55, 81, 69, 88, 97, 3, 29, 12, 44, 99, 47, 15, 10, 16, 54, 34, 27, 99, 47, 86, 66, 79, 92, 93, 36, 97, 94, 38, 15, 89, 61, 78, 5, 30, 43, 78, 59, 84, 23, 54, 32, 75, 85, 58, 95
91, 77, 51, 39, 93, 11, 62, 86, 72, 71, 52, 2, 9, 67, 11, 2, 77, 74, 54, 24, 28, 50, 63, 81, 64, 57, 80, 5, 87, 31, 66, 7, 100, 37, 55, 11, 95, 8, 13, 57, 86, 10, 84, 9, 99, 89, 33, 25, 14, 96
91, 78, 35, 24, 94, 61, 28, 100, 99, 100, 51, 96, 12, 48, 84, 24, 67, 91, 42, 18, 11, 70, 21, 33, 7, 78, 27, 61, 44, 80, 94, 33, 70, 44, 96, 40, 57, 73, 34, 45, 81, 78, 38, 65, 47, 7, 100, 4, 91, 13
91, 85, 87, 55, 38, 83, 44, 100, 35, 64, 53, 73, 4, 81, 20, 70, 68, 23, 65, 99, 35, 10, 41, 60, 31, 8, 97, 24, 79, 12, 55, 35, 21, 32, 21, 1, 39, 83, 70, 34, 51, 61, 50, 83, 58, 59, 77, 8, 56, 52
92, 0, 70, 97, 37, 12, 46, 0, 78, 42, 36, 75, 42, 58, 50, 23, 83, 59, 52, 38, 23, 11, 17, 98, 87, 89, 73, 98, 13, 39, 0, 52, 17, 36, 61, 30, 56, 72, 31, 57, 94, 80, 66, 31, 57, 56, 96, 90, 35, 90
92, 8, 27, 28, 51, 44, 43, 12, 52, 76, 100, 70, 23, 100, 88, 62, 18, 42, 54, 8, 84, 91, 83, 63, 68, 98, 8, 45, 35, 76, 65, 44, 68, 22, 100, 82, 38, 85, 86, 18, 84, 7, 79, 94, 80, 18, 84, 2, 10, 94
92, 16, 82, 98, 66, 24, 66, 13, 69, 21, 98, 68, 82, 59, 11, 15, 69, 5, 50, 51, 3, 72, 53, 46, 6, 56, 58, 41, 100, 62, 28, 40, 19, 39, 13, 92, 9, 75, 3, 74, 8, 31, 39, 38, 13, 0, 28, 2, 3, 5
92, 64, 41, 43, 87, 5, 80, 76, 82, 73, 92, 14, 39, 90, 100, 28, 7, 7, 20, 81, 67, 25, 19, 32, 99, 23, 89, 86, 99, 62, 97, 19, 23, 14, 29, 45, 95, 26, 54, 88, 54, 88, 76, 36, 94, 19, 21, 59, 29, 12
92, 68, 68, 23, 50, 99, 16, 38, 62, 20, 49, 54, 88, 35, 38, 17, 98, 17, 99, 84, 90, 97, 93, 96, 31, 10, 7, 43, 29, 93, 42, 19, 69, 98, 53, 75, 20, 25, 87, 31, 0, 22, 97, 32, 89, 32, 0, 57, 4, 79
92, 79, 92, 39, 19, 71, 95, 26, 66, 13, 8, 80, 91, 57, 6, 58, 27, 79, 56, 86, 56, 19, 64, 15, 29, 95, 95, 68, 75, 99, 86, 55, 70, 18, 81, 37, 12, 61, 35, 95, 21, 6, 58, 60, 26, 77, 50, 87, 85, 9
92, 97, 75, 50, 43, 59, 61, 65, 66, 45, 12, 66, 68, 54, 83, 86, 90, 92, 24, 90, 56, 12, 72, 57, 15, 65, 88, 11, 95, 54, 5, 25, 73, 13, 32, 94, 35, 94, 82, 71, 57, 62, 95, 94, 17, 80, 0, 98, 49, 8
92, 100, 74, 13, 6, 86, 34, 33, 23, 32, 14, 8, 82, 32, 61, 22, 72, 51, 27, 22, 64, 37, 1, 58, 21, 28, 38, 37, 11, 90, 59, 35, 58, 57, 74, 52, 64, 30, 100, 35, 49, 82, 93, 61, 30, 22, 62, 97, 24, 26
93, 2, 10, 40, 78, 9, 88, 58, 43, 78, 97, 12, 93, 49, 50, 6, 6, 66, 20, 64, 80, 66, 37, 13, 25, 79, 35, 34, 2, 46, 81, 6, 95, 80, 76, 22, 54, 81, 57, 67, 8, 46, 52, 44, 45, 65, 84, 21, 49, 14
93, 3, 89, 34, 47, 29, 9, 20, 70, 29, 13, 2, 3, 86, 30, 51, 68, 52, 59, 66, 95, 14, 17, 15, 3, 22, 19, 94, 14, 90, 53, 15, 56, 53, 89, 71, 41, 3, 68, 50, 86, 35, 71, 13, 66, 93, 48, 26, 50, 55
93, 9, 55, 29, 98, 53, 50, 55, 8, 46, 54, 68, 6, 25, 72, 8, 96, 97, 64, 52, 6, 3, 33, 94, 4, 36, 94, 84, 80, 42, 31, 61, 8, 19, 48, 63, 63, 65, 47, 40, 79, 13, 60, 47, 76, 60, 71, 100, 22, 54
93, 27, 79, 23, 85, 6, 48, 9, 35, 46, 26, 57, 41, 37, 41, 2, 24, 72, 96, 67, 12, 88, 57, 8, 3, 81, 50, 88, 50, 80, 9, 33, 77, 92, 55, 84, 90, 48, 30, 100, 71, 61, 75, 60, 16, 17, 37, 74, 30, 95
93, 31, 36, 62, 5, 54, 33, 21, 59, 59, 74, 18, 27, 2, 100, 62, 16, 8, 96, 17, 5, 60, 21, 75, 98, 90, 50, 51, 60, 37, 79, 26, 68, 5, 97, 66, 66, 47, 17, 16, 98, 72, 26, 0, 56, 91, 94, 88, 38, 66
93, 48, 71, 30, 55, 66, 91, 95, 25, 31, 78, 82, 71, 37, 90, 68, 88, 48, 68, 39, 100, 42, 44, 94, 21, 57, 34, 60, 23, 29, 85, 85, 47, 38, 75, 7, 98, 95, 21, 41, 52, 78, 5, 53, 24, 32, 36, 23, 78, 9
93, 60, 46, 56, 50, 2, 7, 6, 16, 3, 66, 83, 61, 70, 4, 94, 47, 47, 79, 69, 97, 58, 3, 18, 98, 37, 21, 71, 64, 38, 4, 57, 41, 27, 9, 2, 52, 0, 80, 9, 67, 95, 91, 95, 56, 51, 34, 51, 45, 39
93, 73, 66, 27, 76, 32, 97, 45, 84, 90, 100, 24, 13, 48, 79, 16, 57, 19, 95, 25, 52, 57, 92, 46, 91, 77, 40, 43, 56, 49, 70, 78, 2, 38, 72, 36, 89, 18, 9, 32, 46, 76, 10, 10, 58, 96, 13, 44, 87, 54
